id,stime,slon,slat,etime,elon,elat,ID
17,2014/8/29 08:00:06,104.060465,30.664659,2014/8/29 08:12:06,104.062869,30.644991,0
17,2014/8/29 08:36:33,104.051966,30.675863,2014/8/29 10:18:15,103.957124,30.571808,1
17,2014/8/29 10:37:35,104.009863,30.576749,2014/8/29 10:57:04,104.048824,30.616509,2
17,2014/8/29 12:00:18,104.073394,30.687248,2014/8/29 12:13:01,104.094064,30.677332,3
17,2014/8/29 12:14:02,104.090809,30.678852,2014/8/29 12:32:15,104.069468,30.674476,4
18,2014/8/29 10:46:30,104.139141,30.674617,2014/8/29 10:58:59,104.140273,30.628377,5
18,2014/8/29 12:00:23,104.036167,30.603169,2014/8/29 12:11:54,103.959002,30.578931,6
18,2014/8/29 12:55:31,103.956842,30.570886,2014/8/29 14:00:15,103.958502,30.574039,7
18,2014/8/29 14:27:31,103.955957,30.570996,2014/8/29 16:16:31,104.169551,30.707041,8
18,2014/8/29 16:17:25,104.169983,30.705974,2014/8/29 18:50:38,104.072989,30.695937,9
18,2014/8/29 18:52:15,104.072657,30.6955,2014/8/29 20:09:43,104.054145,30.674659,10
18,2014/8/29 20:14:13,104.067398,30.672727,2014/8/29 20:36:43,104.142947,30.629593,11
18,2014/8/29 20:40:44,104.143686,30.627218,2014/8/29 20:49:16,104.139724,30.64153,12
18,2014/8/29 20:54:51,104.137056,30.631167,2014/8/29 22:08:31,104.026259,30.647917,13
18,2014/8/29 22:22:21,104.054177,30.620847,2014/8/29 22:27:12,104.048603,30.636349,14
18,2014/8/29 22:32:13,104.045365,30.637527,2014/8/29 22:45:17,104.092866,30.622197,15
24,2014/8/29 10:00:22,104.1127,30.662244,2014/8/29 10:28:35,104.04448,30.638446,16
24,2014/8/29 10:30:51,104.036785,30.639675,2014/8/29 10:33:51,104.040792,30.630311,17
24,2014/8/29 10:36:41,104.044471,30.62855,2014/8/29 10:46:24,104.024681,30.64009,18
24,2014/8/29 10:48:18,104.025881,30.638732,2014/8/29 12:13:42,104.070881,30.670709,19
24,2014/8/29 12:14:23,104.07066,30.669396,2014/8/29 12:33:14,104.103307,30.640855,20
24,2014/8/29 12:38:15,104.09762,30.631041,2014/8/29 12:52:39,104.063866,30.594118,21
24,2014/8/29 12:53:44,104.063807,30.595324,2014/8/29 12:58:46,104.075551,30.594643,22
24,2014/8/29 14:00:19,104.079405,30.657949,2014/8/29 14:06:00,104.065772,30.663989,23
24,2014/8/29 14:07:57,104.06456,30.669889,2014/8/29 14:30:57,104.127732,30.636075,24
24,2014/8/29 14:31:13,104.127948,30.636103,2014/8/29 14:42:11,104.13789,30.672457,25
24,2014/8/29 14:47:38,104.127716,30.658535,2014/8/29 16:19:55,104.063585,30.599282,26
24,2014/8/29 16:20:04,104.063689,30.59952,2014/8/29 16:48:30,104.071061,30.659909,27
24,2014/8/29 16:48:40,104.071117,30.659991,2014/8/29 18:03:59,104.062328,30.623082,28
24,2014/8/29 18:05:03,104.062418,30.62401,2014/8/29 18:16:48,104.040537,30.646193,29
24,2014/8/29 18:17:50,104.038526,30.646278,2014/8/29 18:29:32,104.025721,30.629659,30
24,2014/8/29 18:30:03,104.025287,30.629514,2014/8/29 18:51:10,104.031244,30.67681,31
24,2014/8/29 18:53:50,104.036227,30.673834,2014/8/29 20:00:30,104.123293,30.670413,32
24,2014/8/29 20:04:39,104.114405,30.667942,2014/8/29 20:12:38,104.100321,30.65718,33
24,2014/8/29 20:14:41,104.099789,30.656225,2014/8/29 20:56:14,103.987106,30.638195,34
24,2014/8/29 20:59:18,103.984214,30.642174,2014/8/29 22:14:40,104.123571,30.622847,35
24,2014/8/29 22:19:55,104.109408,30.642094,2014/8/29 22:30:34,104.110546,30.681642,36
24,2014/8/29 22:35:58,104.111591,30.676184,2014/8/29 22:41:07,104.111846,30.687559,37
24,2014/8/29 22:49:25,104.112904,30.667209,2014/8/29 22:53:05,104.106167,30.659338,38
39,2014/8/29 10:00:07,104.098286,30.622241,2014/8/29 10:22:31,104.046228,30.643278,39
39,2014/8/29 10:23:28,104.045807,30.64355,2014/8/29 10:37:28,104.019259,30.641457,40
39,2014/8/29 10:37:58,104.018729,30.642107,2014/8/29 12:49:34,104.073324,30.670066,41
