id,stime,slon,slat,etime,elon,elat,ID
15,2014/8/19 07:37:18,104.124488,30.648541,2014/8/19 07:50:45,104.118392,30.606356,0
15,2014/8/19 07:55:05,104.115069,30.610648,2014/8/19 08:24:25,104.06052,30.670609,1
15,2014/8/19 08:27:50,104.061765,30.673574,2014/8/19 08:30:05,104.064992,30.669792,2
15,2014/8/19 08:31:53,104.063804,30.672587,2014/8/19 08:53:58,104.076114,30.648204,3
15,2014/8/19 08:55:31,104.077184,30.647887,2014/8/19 09:14:44,104.066199,30.691937,4
15,2014/8/19 09:15:48,104.066196,30.688749,2014/8/19 09:41:53,104.066087,30.643352,5
15,2014/8/19 09:43:56,104.066103,30.642445,2014/8/19 09:58:26,104.087389,30.638234,6
15,2014/8/19 10:00:59,104.086729,30.637062,2014/8/19 10:20:13,104.052901,30.618713,7
15,2014/8/19 10:22:51,104.049201,30.616375,2014/8/19 10:25:27,104.047823,30.61931,8
15,2014/8/19 10:26:15,104.048027,30.619103,2014/8/19 10:43:37,104.032266,30.586301,9
15,2014/8/19 10:52:45,104.030959,30.584974,2014/8/19 11:34:35,104.103703,30.705257,10
15,2014/8/19 11:42:43,104.103916,30.705742,2014/8/19 11:58:39,104.072766,30.674263,11
15,2014/8/19 11:59:40,104.072418,30.674349,2014/8/19 12:19:00,104.142136,30.629388,12
15,2014/8/19 12:59:16,104.139143,30.630187,2014/8/19 13:05:34,104.123187,30.614428,13
15,2014/8/19 13:26:55,104.105541,30.616759,2014/8/19 13:32:42,104.11029,30.62889,14
15,2014/8/19 13:33:25,104.108748,30.629662,2014/8/19 13:55:22,104.084259,30.655277,15
15,2014/8/19 13:59:17,104.085576,30.650059,2014/8/19 14:21:10,104.112981,30.590159,16
15,2014/8/19 14:43:36,104.126629,30.60337,2014/8/19 14:53:00,104.143148,30.62685,17
15,2014/8/19 14:55:07,104.142553,30.626632,2014/8/19 15:25:44,104.066229,30.665417,18
15,2014/8/19 15:27:37,104.068994,30.666095,2014/8/19 15:49:30,104.066436,30.632904,19
15,2014/8/19 15:52:13,104.060802,30.629559,2014/8/19 16:03:02,104.038531,30.633474,20
15,2014/8/19 16:06:43,104.040092,30.637746,2014/8/19 16:19:59,104.015984,30.658568,21
15,2014/8/19 16:21:32,104.01646,30.661896,2014/8/19 16:28:38,104.040836,30.667014,22
15,2014/8/19 16:29:33,104.040788,30.667075,2014/8/19 16:41:34,104.040842,30.65401,23
15,2014/8/19 16:42:35,104.040851,30.653983,2014/8/19 16:56:58,104.026558,30.631477,24
15,2014/8/19 17:17:22,104.042843,30.636344,2014/8/19 17:32:33,104.017813,30.651962,25
15,2014/8/19 17:33:14,104.016031,30.652037,2014/8/19 17:46:17,104.018381,30.667303,26
15,2014/8/19 17:53:01,104.021405,30.664169,2014/8/19 18:46:25,104.071956,30.617187,27
15,2014/8/19 18:47:33,104.071829,30.616463,2014/8/19 19:08:40,104.102637,30.637176,28
15,2014/8/19 19:51:49,104.104638,30.640375,2014/8/19 19:59:01,104.086829,30.652787,29
15,2014/8/19 20:02:45,104.081964,30.656465,2014/8/19 20:07:22,104.080677,30.655512,30
15,2014/8/19 20:07:52,104.080503,30.655442,2014/8/19 20:17:51,104.106124,30.658925,31
15,2014/8/19 20:19:38,104.109508,30.66157,2014/8/19 20:36:18,104.069733,30.595006,32
15,2014/8/19 20:37:19,104.069799,30.593614,2014/8/19 21:12:51,104.120525,30.648286,33
15,2014/8/19 21:29:51,104.125449,30.649828,2014/8/19 21:32:03,104.125301,30.652509,34
