id,stime,slon,slat,etime,elon,elat,ID
1,2014/8/23 07:36:26,104.122127,30.654652,2014/8/23 08:11:34,104.125299,30.651043,0
1,2014/8/23 15:47:33,104.123903,30.650891,2014/8/23 17:42:33,104.125877,30.650919,1
21,2014/8/23 06:36:20,104.079572,30.649466,2014/8/23 06:42:50,104.074362,30.662352,2
21,2014/8/23 06:46:21,104.080219,30.658198,2014/8/23 06:56:52,104.141164,30.629878,3
21,2014/8/23 07:26:29,104.144091,30.625445,2014/8/23 07:26:44,104.144534,30.628082,4
21,2014/8/23 07:27:00,104.144745,30.627083,2014/8/23 07:31:59,104.130388,30.636725,5
21,2014/8/23 07:37:45,104.09583,30.644455,2014/8/23 08:21:03,103.956985,30.571488,6
21,2014/8/23 08:21:34,103.956985,30.571488,2014/8/23 08:24:11,103.960179,30.570176,7
21,2014/8/23 09:13:52,103.958691,30.576827,2014/8/23 09:55:49,104.031872,30.718245,8
21,2014/8/23 10:39:25,104.086882,30.643248,2014/8/23 13:08:02,104.087182,30.637954,9
21,2014/8/23 13:10:52,104.086776,30.643479,2014/8/23 13:53:03,104.095262,30.641036,10
21,2014/8/23 13:54:45,104.094977,30.638752,2014/8/23 13:58:01,104.093775,30.636615,11
21,2014/8/23 13:59:24,104.089147,30.640987,2014/8/23 14:33:07,103.956289,30.57006,12
21,2014/8/23 14:33:38,103.956289,30.57006,2014/8/23 14:42:05,103.958961,30.577978,13
21,2014/8/23 14:50:31,103.9588,30.577284,2014/8/23 15:24:12,104.073863,30.673775,14
21,2014/8/23 15:27:24,104.076842,30.672315,2014/8/23 15:34:20,104.079792,30.670796,15
21,2014/8/23 15:36:41,104.082995,30.665571,2014/8/23 15:54:06,104.094022,30.625762,16
21,2014/8/23 16:02:22,104.087036,30.643103,2014/8/23 17:14:20,104.05687,30.647543,17
21,2014/8/23 17:16:06,104.058063,30.649907,2014/8/23 17:20:25,104.061809,30.649383,18
21,2014/8/23 17:24:18,104.071034,30.646467,2014/8/23 17:30:10,104.086572,30.643609,19
21,2014/8/23 17:50:13,104.086572,30.643609,2014/8/23 18:06:39,104.086325,30.642903,20
21,2014/8/23 18:06:46,104.086292,30.642749,2014/8/23 18:18:33,104.076656,30.663235,21
21,2014/8/23 18:19:30,104.077286,30.664241,2014/8/23 18:23:15,104.079969,30.657934,22
21,2014/8/23 18:23:44,104.079712,30.65759,2014/8/23 18:40:54,104.069603,30.625056,23
21,2014/8/23 18:42:57,104.072235,30.625211,2014/8/23 18:58:54,104.107964,30.675146,24
21,2014/8/23 19:00:13,104.108916,30.673224,2014/8/23 19:25:42,104.040588,30.663235,25
21,2014/8/23 19:28:47,104.040655,30.662878,2014/8/23 19:41:35,104.039241,30.630542,26
21,2014/8/23 19:54:05,104.051715,30.622293,2014/8/23 20:09:30,104.074826,30.551789,27
21,2014/8/23 20:10:32,104.074726,30.551687,2014/8/23 20:36:56,104.079828,30.659437,28
21,2014/8/23 20:44:32,104.079768,30.657617,2014/8/23 20:47:36,104.072771,30.663519,29
21,2014/8/23 20:49:09,104.072311,30.66063,2014/8/23 21:05:14,104.067001,30.608972,30
21,2014/8/23 21:06:14,104.067696,30.609778,2014/8/23 21:16:40,104.066559,30.641219,31
21,2014/8/23 21:18:00,104.066403,30.644704,2014/8/23 21:25:31,104.083473,30.641328,32
21,2014/8/23 21:31:04,104.083457,30.643273,2014/8/23 21:49:36,104.131152,30.606068,33
21,2014/8/23 21:54:00,104.13277,30.611495,2014/8/23 22:50:26,104.131909,30.610276,34
21,2014/8/23 23:01:06,104.138226,30.627611,2014/8/23 23:26:25,103.990309,30.648059,35
21,2014/8/23 23:50:11,104.007631,30.63886,2014/8/23 23:58:11,103.977892,30.64728,36
22,2014/8/23 06:45:07,103.978683,30.673587,2014/8/23 06:52:56,104.014042,30.70453,37
22,2014/8/23 07:07:00,104.007082,30.681057,2014/8/23 07:17:31,104.054238,30.679468,38
22,2014/8/23 07:20:18,104.050171,30.673346,2014/8/23 07:26:16,104.02932,30.683078,39
22,2014/8/23 07:29:20,104.024418,30.685858,2014/8/23 07:38:56,104.053569,30.677569,40
22,2014/8/23 07:44:54,104.052724,30.672881,2014/8/23 07:57:03,104.083522,30.682692,41
22,2014/8/23 07:59:31,104.085685,30.686411,2014/8/23 08:09:31,104.120588,30.669468,42
22,2014/8/23 08:15:24,104.11435,30.667734,2014/8/23 08:34:32,104.069018,30.633623,43
22,2014/8/23 08:52:21,104.098871,30.639017,2014/8/23 09:00:34,104.075602,30.64415,44
22,2014/8/23 09:18:19,104.082809,30.668822,2014/8/23 09:30:01,104.072998,30.695752,45
22,2014/8/23 09:51:16,104.077449,30.670146,2014/8/23 10:06:09,104.086745,30.644791,46
22,2014/8/23 10:09:56,104.079024,30.648052,2014/8/23 10:13:28,104.088299,30.642527,47
22,2014/8/23 10:17:36,104.088361,30.64254,2014/8/23 10:25:18,104.0722,30.65556,48
22,2014/8/23 10:29:46,104.075932,30.656644,2014/8/23 10:49:11,104.141722,30.629478,49
22,2014/8/23 10:56:07,104.14762,30.62803,2014/8/23 11:06:28,104.115614,30.609407,50
22,2014/8/23 11:10:14,104.112276,30.618767,2014/8/23 11:16:47,104.098319,30.622624,51
22,2014/8/23 11:20:05,104.093935,30.620907,2014/8/23 11:30:20,104.06421,30.616113,52
22,2014/8/23 11:33:32,104.058026,30.623477,2014/8/23 11:49:37,104.080084,30.654561,53
34,2014/8/23 07:05:22,104.116929,30.648924,2014/8/23 07:13:34,104.141979,30.62977,54
34,2014/8/23 07:18:02,104.146376,30.630878,2014/8/23 07:26:38,104.142149,30.630105,55
34,2014/8/23 07:34:29,104.139724,30.641494,2014/8/23 07:38:53,104.142274,30.629795,56
34,2014/8/23 07:47:34,104.129578,30.647791,2014/8/23 07:58:49,104.095786,30.689041,57
34,2014/8/23 08:12:55,104.098041,30.672853,2014/8/23 08:26:22,104.127824,30.636022,58
34,2014/8/23 08:35:34,104.120054,30.650956,2014/8/23 08:44:46,104.120359,30.667786,59
34,2014/8/23 08:47:40,104.117954,30.668713,2014/8/23 08:49:20,104.125266,30.669573,60
34,2014/8/23 09:01:28,104.125484,30.671032,2014/8/23 09:12:06,104.090579,30.647908,61
34,2014/8/23 09:17:43,104.088039,30.656116,2014/8/23 09:27:32,104.075074,30.644335,62
34,2014/8/23 09:34:03,104.087001,30.637674,2014/8/23 09:36:03,104.09162,30.63541,63
34,2014/8/23 09:46:44,104.101594,30.637766,2014/8/23 10:04:50,104.137412,30.671285,64
34,2014/8/23 10:09:04,104.13642,30.664903,2014/8/23 10:50:13,104.075151,30.658128,65
34,2014/8/23 10:59:09,104.083553,30.649752,2014/8/23 11:10:20,104.049307,30.644429,66
34,2014/8/23 11:11:22,104.049307,30.644429,2014/8/23 11:31:43,104.046759,30.692661,67
34,2014/8/23 11:39:39,104.041463,30.68449,2014/8/23 12:02:11,104.054169,30.610642,68
34,2014/8/23 12:03:12,104.054297,30.610716,2014/8/23 12:09:42,104.062373,30.602942,69
34,2014/8/23 12:13:48,104.060635,30.602903,2014/8/23 12:17:37,104.052872,30.595366,70
34,2014/8/23 12:39:20,104.062559,30.611823,2014/8/23 12:51:36,104.127778,30.636016,71
34,2014/8/23 12:53:08,104.129368,30.636353,2014/8/23 12:57:03,104.137782,30.628901,72
34,2014/8/23 13:05:31,104.139596,30.648893,2014/8/23 13:19:07,104.104472,30.594781,73
34,2014/8/23 13:21:48,104.106818,30.590043,2014/8/23 13:48:32,104.014357,30.637939,74
34,2014/8/23 14:04:57,104.012527,30.638215,2014/8/23 14:29:39,104.014414,30.704685,75
34,2014/8/23 14:32:57,104.010286,30.707403,2014/8/23 14:56:17,104.052177,30.667827,76
34,2014/8/23 14:57:19,104.052137,30.667285,2014/8/23 15:06:46,104.073324,30.666173,77
34,2014/8/23 15:08:31,104.072481,30.663879,2014/8/23 15:47:15,104.014444,30.704707,78
34,2014/8/23 15:54:37,104.020071,30.707679,2014/8/23 16:19:33,104.026481,30.659484,79
34,2014/8/23 16:20:04,104.026481,30.659484,2014/8/23 16:32:47,104.058777,30.657832,80
34,2014/8/23 16:33:21,104.058877,30.657829,2014/8/23 16:44:04,104.040955,30.659814,81
34,2014/8/23 16:54:01,104.062308,30.666869,2014/8/23 17:05:28,104.086691,30.672601,82
34,2014/8/23 17:09:07,104.084402,30.668797,2014/8/23 17:34:51,104.101869,30.607625,83
34,2014/8/23 17:38:33,104.099387,30.611308,2014/8/23 17:56:21,104.049698,30.623968,84
