id,stime,slon,slat,etime,elon,elat,ID
6,2014/8/10 07:44:07,104.106001,30.644837,2014/8/10 07:54:37,104.086424,30.661287,0
6,2014/8/10 12:14:32,104.108562,30.641341,2014/8/10 12:25:20,104.13625,30.607823,1
6,2014/8/10 12:33:54,104.119898,30.627611,2014/8/10 12:48:47,104.074228,30.654563,2
6,2014/8/10 12:49:18,104.072162,30.655439,2014/8/10 12:51:32,104.077412,30.658407,3
6,2014/8/10 12:55:07,104.086232,30.654489,2014/8/10 13:03:27,104.097449,30.667267,4
25,2014/8/10 09:24:23,104.077938,30.643326,2014/8/10 10:49:29,104.070011,30.530141,5
25,2014/8/10 10:52:42,104.072009,30.543574,2014/8/10 11:09:54,104.079968,30.623771,6
25,2014/8/10 11:14:25,104.080535,30.624443,2014/8/10 11:34:39,104.041608,30.66544,7
25,2014/8/10 11:35:09,104.044086,30.664255,2014/8/10 11:42:33,104.061592,30.649143,8
25,2014/8/10 11:48:12,104.061134,30.648543,2014/8/10 12:04:33,104.013536,30.650265,9
25,2014/8/10 13:54:56,104.037396,30.651031,2014/8/10 14:08:10,104.003179,30.663019,10
25,2014/8/10 14:09:42,104.00377,30.663598,2014/8/10 14:21:26,104.019879,30.688222,11
25,2014/8/10 14:21:56,104.018328,30.685404,2014/8/10 14:24:29,104.014597,30.678295,12
25,2014/8/10 14:26:59,104.014462,30.675753,2014/8/10 14:30:29,104.000673,30.675687,13
25,2014/8/10 14:34:57,103.997747,30.677947,2014/8/10 14:53:42,104.054244,30.649169,14
25,2014/8/10 14:55:09,104.052726,30.649942,2014/8/10 15:04:00,104.020538,30.649723,15
25,2014/8/10 15:28:30,104.018457,30.642289,2014/8/10 15:34:26,104.033917,30.630917,16
25,2014/8/10 15:35:37,104.033527,30.63054,2014/8/10 15:43:28,104.020511,30.644725,17
25,2014/8/10 15:49:22,104.025812,30.64783,2014/8/10 15:54:57,104.012641,30.645183,18
25,2014/8/10 16:00:39,104.023964,30.647848,2014/8/10 16:06:23,104.035209,30.641662,19
25,2014/8/10 16:19:04,104.045332,30.641383,2014/8/10 16:22:58,104.053879,30.640628,20
25,2014/8/10 16:24:41,104.054801,30.63946,2014/8/10 16:57:10,104.103593,30.705266,21
25,2014/8/10 16:58:09,104.10398,30.705808,2014/8/10 17:20:13,104.062914,30.616253,22
25,2014/8/10 17:31:13,104.065069,30.616228,2014/8/10 17:36:15,104.053962,30.62039,23
25,2014/8/10 17:38:28,104.057877,30.623096,2014/8/10 17:52:43,104.084512,30.612296,24
25,2014/8/10 17:53:13,104.082907,30.61382,2014/8/10 17:59:05,104.075974,30.640189,25
25,2014/8/10 17:59:49,104.075865,30.640846,2014/8/10 18:22:49,104.048968,30.681839,26
25,2014/8/10 18:25:44,104.044619,30.682161,2014/8/10 18:34:49,104.05225,30.668427,27
25,2014/8/10 18:37:14,104.052025,30.666636,2014/8/10 18:46:19,104.045478,30.698596,28
25,2014/8/10 18:48:50,104.04453,30.696398,2014/8/10 19:03:13,104.075642,30.658529,29
25,2014/8/10 19:03:35,104.077363,30.658547,2014/8/10 19:12:37,104.110001,30.652953,30
25,2014/8/10 19:15:22,104.106207,30.645385,2014/8/10 19:27:11,104.110143,30.670902,31
25,2014/8/10 19:27:46,104.107945,30.670417,2014/8/10 20:26:25,104.111518,30.663197,32
25,2014/8/10 20:33:41,104.106188,30.659146,2014/8/10 20:53:31,104.063054,30.636541,33
25,2014/8/10 20:54:15,104.06313,30.636699,2014/8/10 21:10:42,104.012549,30.659742,34
25,2014/8/10 21:17:22,104.012699,30.659122,2014/8/10 21:21:03,104.020435,30.662235,35
25,2014/8/10 21:22:35,104.021188,30.662213,2014/8/10 21:40:33,103.960095,30.698387,36
25,2014/8/10 21:42:54,103.96496,30.697203,2014/8/10 22:12:02,104.070653,30.625006,37
25,2014/8/10 22:13:46,104.076676,30.624034,2014/8/10 22:24:13,104.101751,30.649782,38
43,2014/8/10 06:04:54,104.129333,30.71461,2014/8/10 06:20:02,104.112918,30.764805,39
43,2014/8/10 06:25:17,104.1208,30.763474,2014/8/10 06:42:35,104.07234,30.702888,40
43,2014/8/10 07:37:48,104.066221,30.689262,2014/8/10 07:41:14,104.08352,30.682632,41
43,2014/8/10 07:45:44,104.087957,30.68931,2014/8/10 08:06:40,104.109841,30.759897,42
43,2014/8/10 08:16:26,104.114863,30.751025,2014/8/10 08:37:30,104.075852,30.694867,43
43,2014/8/10 08:38:16,104.075317,30.695047,2014/8/10 08:57:14,104.083346,30.655539,44
43,2014/8/10 09:06:06,104.077639,30.646008,2014/8/10 09:09:17,104.06606,30.655969,45
43,2014/8/10 09:12:12,104.070845,30.656347,2014/8/10 09:24:18,104.037458,30.640338,46
43,2014/8/10 09:26:30,104.041129,30.641708,2014/8/10 09:37:03,104.06419,30.658009,47
43,2014/8/10 09:39:15,104.067419,30.658094,2014/8/10 10:00:19,104.032226,30.717788,48
