id,stime,slon,slat,etime,elon,elat,ID
30,2014/8/16 07:41:09,104.110069,30.666472,2014/8/16 07:43:23,104.103083,30.662009,0
30,2014/8/16 08:14:23,104.113009,30.667272,2014/8/16 08:25:26,104.083362,30.663549,1
30,2014/8/16 08:39:17,104.056944,30.641945,2014/8/16 08:47:35,104.038644,30.633441,2
30,2014/8/16 08:49:39,104.043005,30.636322,2014/8/16 08:53:11,104.038062,30.644494,3
30,2014/8/16 09:07:43,104.041501,30.643035,2014/8/16 09:12:35,104.040858,30.663667,4
30,2014/8/16 09:16:03,104.044278,30.674146,2014/8/16 09:33:13,104.077382,30.634203,5
30,2014/8/16 09:45:22,104.10122,30.644053,2014/8/16 10:03:57,104.080401,30.68351,6
30,2014/8/16 10:11:01,104.092768,30.685654,2014/8/16 10:42:31,104.041354,30.651628,7
30,2014/8/16 10:55:59,104.055684,30.658532,2014/8/16 11:04:50,104.075111,30.658049,8
30,2014/8/16 12:32:29,104.090407,30.664834,2014/8/16 12:49:46,104.056554,30.641429,9
30,2014/8/16 12:50:16,104.056089,30.640563,2014/8/16 12:59:32,104.072055,30.614891,10
30,2014/8/16 13:07:13,104.070043,30.620323,2014/8/16 13:11:50,104.052025,30.626207,11
30,2014/8/16 13:12:41,104.050765,30.627088,2014/8/16 13:19:47,104.073562,30.625729,12
30,2014/8/16 13:21:05,104.076469,30.625184,2014/8/16 13:37:32,104.036022,30.678392,13
30,2014/8/16 13:40:36,104.042365,30.675441,2014/8/16 13:51:19,104.043807,30.702889,14
30,2014/8/16 13:51:48,104.043681,30.702946,2014/8/16 13:58:02,104.043979,30.693724,15
30,2014/8/16 13:58:22,104.044007,30.693467,2014/8/16 14:17:46,104.095949,30.644424,16
30,2014/8/16 14:22:59,104.098763,30.654131,2014/8/16 14:37:27,104.078625,30.658395,17
30,2014/8/16 14:37:58,104.078459,30.658389,2014/8/16 14:43:40,104.054852,30.66101,18
30,2014/8/16 14:44:38,104.054817,30.660972,2014/8/16 14:50:09,104.034248,30.668352,19
30,2014/8/16 14:50:26,104.034197,30.668291,2014/8/16 15:06:59,104.110358,30.669241,20
30,2014/8/16 15:07:29,104.110164,30.668987,2014/8/16 16:12:43,104.125127,30.672924,21
45,2014/8/16 10:30:48,104.098141,30.653559,2014/8/16 10:37:40,104.083952,30.647075,22
45,2014/8/16 10:43:49,104.091172,30.657974,2014/8/16 10:53:19,104.113573,30.648649,23
