id,stime,slon,slat,etime,elon,elat,ID
12,2014/8/14 07:13:59,104.098085,30.598871,2014/8/14 07:31:43,104.05105,30.591243,0
12,2014/8/14 07:54:55,104.098889,30.58719,2014/8/14 08:23:20,104.048237,30.62808,1
12,2014/8/14 08:24:13,104.050226,30.62742,2014/8/14 08:47:46,103.991647,30.634189,2
12,2014/8/14 08:49:47,103.993032,30.632082,2014/8/14 09:21:21,104.087445,30.639653,3
12,2014/8/14 09:24:30,104.085355,30.638117,2014/8/14 09:45:03,104.057472,30.594295,4
12,2014/8/14 10:08:47,104.116894,30.586015,2014/8/14 11:00:10,104.065716,30.663944,5
12,2014/8/14 11:01:00,104.06563,30.666455,2014/8/14 11:01:19,104.065643,30.666564,6
12,2014/8/14 11:02:48,104.065589,30.667219,2014/8/14 11:20:31,104.088721,30.68497,7
12,2014/8/14 12:28:44,104.103516,30.704145,2014/8/14 12:49:02,104.120508,30.622189,8
12,2014/8/14 13:13:42,104.146718,30.631523,2014/8/14 13:53:05,104.024764,30.645716,9
12,2014/8/14 13:54:07,104.025213,30.645159,2014/8/14 14:17:37,104.066406,30.695197,10
12,2014/8/14 14:21:57,104.066391,30.695419,2014/8/14 15:08:57,104.071134,30.604491,11
12,2014/8/14 15:10:10,104.071127,30.601805,2014/8/14 15:22:35,103.990262,30.64806,12
12,2014/8/14 15:22:47,103.990262,30.64806,2014/8/14 15:31:52,104.010309,30.616057,13
12,2014/8/14 15:33:59,104.010946,30.614288,2014/8/14 15:54:07,104.144573,30.626555,14
12,2014/8/14 16:19:50,104.143896,30.627275,2014/8/14 17:04:10,104.046563,30.679864,15
12,2014/8/14 17:32:22,104.069207,30.702733,2014/8/14 18:08:13,104.107947,30.718901,16
12,2014/8/14 18:22:37,104.103332,30.705173,2014/8/14 18:58:36,104.072734,30.623283,17
12,2014/8/14 19:03:24,104.07173,30.623169,2014/8/14 19:38:34,104.042677,30.642424,18
12,2014/8/14 19:48:15,104.040189,30.628131,2014/8/14 19:53:07,104.06697,30.615657,19
12,2014/8/14 19:55:03,104.067076,30.613216,2014/8/14 20:04:52,104.075789,30.608421,20
12,2014/8/14 20:19:07,104.067169,30.614195,2014/8/14 20:45:54,104.029789,30.720501,21
12,2014/8/14 20:47:51,104.031682,30.718098,2014/8/14 21:10:13,104.03117,30.694965,22
12,2014/8/14 21:21:20,104.028518,30.680581,2014/8/14 21:26:34,104.027256,30.670049,23
12,2014/8/14 21:29:50,104.022046,30.670271,2014/8/14 21:46:13,104.015917,30.694824,24
12,2014/8/14 21:50:26,104.013071,30.693578,2014/8/14 22:36:46,104.033136,30.645193,25
12,2014/8/14 22:50:49,104.015904,30.637191,2014/8/14 22:57:03,103.994533,30.640682,26
46,2014/8/14 06:18:08,104.081414,30.670504,2014/8/14 09:56:12,104.089769,30.675532,27
46,2014/8/14 10:04:13,104.089858,30.675487,2014/8/14 10:12:46,104.089719,30.675627,28
46,2014/8/14 12:20:49,104.12172,30.66553,2014/8/14 21:29:46,104.032072,30.694417,29
46,2014/8/14 21:31:51,104.036154,30.691897,2014/8/14 21:36:52,104.033582,30.684382,30
46,2014/8/14 21:38:51,104.036444,30.686626,2014/8/14 21:49:59,104.062474,30.660646,31
46,2014/8/14 21:54:58,104.060387,30.667053,2014/8/14 21:59:59,104.070599,30.667536,32
46,2014/8/14 22:06:17,104.068146,30.658513,2014/8/14 22:23:30,104.016039,30.659134,33
46,2014/8/14 22:35:29,104.05169,30.675796,2014/8/14 22:52:29,104.067432,30.612011,34
46,2014/8/14 22:53:41,104.067224,30.615891,2014/8/14 23:05:39,104.074196,30.557897,35
46,2014/8/14 23:07:50,104.07449,30.559852,2014/8/14 23:31:50,104.04449,30.674488,36
46,2014/8/14 23:43:50,104.042097,30.688978,2014/8/14 23:50:53,104.023738,30.679899,37
65,2014/8/14 07:20:54,103.984835,30.670675,2014/8/14 07:29:48,103.963449,30.67734,38
65,2014/8/14 07:34:59,103.975323,30.678627,2014/8/14 07:48:22,104.040112,30.666251,39
65,2014/8/14 07:50:34,104.040636,30.669194,2014/8/14 08:02:39,104.019706,30.706787,40
65,2014/8/14 08:07:29,104.013441,30.708708,2014/8/14 08:26:28,104.05715,30.685335,41
65,2014/8/14 08:30:14,104.064638,30.6859,2014/8/14 09:03:43,104.080285,30.64314,42
65,2014/8/14 09:08:18,104.08311,30.646746,2014/8/14 09:28:04,104.087547,30.681847,43
65,2014/8/14 09:31:11,104.087506,30.681849,2014/8/14 09:34:26,104.087498,30.68189,44
65,2014/8/14 09:50:30,104.087594,30.682446,2014/8/14 09:50:50,104.088001,30.682647,45
65,2014/8/14 09:53:42,104.0915,30.683428,2014/8/14 10:09:43,104.077595,30.703698,46
65,2014/8/14 10:22:34,104.098708,30.707898,2014/8/14 10:28:17,104.082304,30.704108,47
65,2014/8/14 10:31:36,104.082444,30.704091,2014/8/14 10:40:48,104.103684,30.705311,48
65,2014/8/14 10:42:23,104.103306,30.705255,2014/8/14 10:54:53,104.080672,30.675695,49
65,2014/8/14 10:55:58,104.079715,30.676089,2014/8/14 11:18:39,104.029099,30.658372,50
65,2014/8/14 11:21:53,104.028793,30.65834,2014/8/14 11:39:26,104.067334,30.667172,51
65,2014/8/14 11:41:27,104.064182,30.667039,2014/8/14 11:45:56,104.058851,30.662912,52
65,2014/8/14 11:47:09,104.056766,30.664115,2014/8/14 12:04:47,104.09561,30.655285,53
65,2014/8/14 12:05:31,104.094784,30.655471,2014/8/14 12:09:44,104.08998,30.662555,54
65,2014/8/14 12:11:12,104.090895,30.665531,2014/8/14 12:17:17,104.089774,30.668264,55
65,2014/8/14 12:28:50,104.089057,30.668625,2014/8/14 12:38:52,104.075579,30.653143,56
65,2014/8/14 12:39:48,104.076142,30.653534,2014/8/14 13:04:13,104.1282,30.636144,57
65,2014/8/14 13:41:33,104.109076,30.5996,2014/8/14 14:03:45,103.95857,30.577791,58
65,2014/8/14 14:46:54,103.956891,30.570524,2014/8/14 15:11:49,104.048752,30.613009,59
65,2014/8/14 15:14:04,104.048794,30.610811,2014/8/14 15:23:56,104.054572,30.579955,60
65,2014/8/14 15:24:21,104.054478,30.580561,2014/8/14 15:34:57,104.058676,30.608544,61
65,2014/8/14 15:35:13,104.060041,30.608573,2014/8/14 15:35:21,104.060525,30.608395,62
65,2014/8/14 15:35:41,104.060568,30.607603,2014/8/14 15:43:21,104.066828,30.587317,63
65,2014/8/14 15:45:36,104.066621,30.57902,2014/8/14 16:23:32,103.997908,30.574938,64
65,2014/8/14 16:27:15,103.972992,30.570544,2014/8/14 16:30:00,103.956816,30.570373,65
65,2014/8/14 17:19:41,103.98953,30.60844,2014/8/14 17:43:58,104.008965,30.647578,66
65,2014/8/14 17:47:26,104.010381,30.649862,2014/8/14 18:07:49,103.99252,30.670806,67
65,2014/8/14 18:11:23,103.992631,30.670729,2014/8/14 18:11:31,103.992635,30.670713,68
65,2014/8/14 18:11:41,103.992635,30.67071,2014/8/14 19:00:22,103.985123,30.669716,69
65,2014/8/14 19:02:34,103.986422,30.673663,2014/8/14 19:14:11,104.043633,30.716273,70
65,2014/8/14 19:16:04,104.047562,30.713951,2014/8/14 19:49:08,104.044446,30.702023,71
65,2014/8/14 19:49:31,104.043974,30.702532,2014/8/14 20:12:27,104.043855,30.638436,72
65,2014/8/14 20:17:12,104.038819,30.629797,2014/8/14 20:40:04,104.083592,30.547048,73
65,2014/8/14 20:46:12,104.070146,30.542419,2014/8/14 21:29:38,104.070053,30.529876,74
65,2014/8/14 21:31:34,104.069775,30.538679,2014/8/14 21:39:00,104.068325,30.587947,75
65,2014/8/14 21:41:46,104.068221,30.589115,2014/8/14 21:51:55,104.058996,30.624726,76
65,2014/8/14 21:52:06,104.058761,30.624634,2014/8/14 22:00:21,104.050896,30.610812,77
65,2014/8/14 22:31:01,103.95746,30.570563,2014/8/14 22:53:25,104.146181,30.594819,78
65,2014/8/14 23:15:58,104.138002,30.62871,2014/8/14 23:42:59,104.060466,30.583719,79
78,2014/8/14 06:47:52,104.145541,30.628998,2014/8/14 06:55:42,104.164084,30.664651,80
78,2014/8/14 07:15:01,104.145896,30.628914,2014/8/14 07:36:15,104.0735,30.688109,81
78,2014/8/14 07:37:53,104.076479,30.688324,2014/8/14 07:44:02,104.075591,30.6779,82
78,2014/8/14 08:46:35,104.072837,30.670949,2014/8/14 09:05:34,104.066268,30.693559,83
78,2014/8/14 09:07:57,104.067431,30.694629,2014/8/14 09:25:07,104.032518,30.670747,84
78,2014/8/14 09:26:11,104.032278,30.669465,2014/8/14 10:16:04,104.146484,30.732266,85
78,2014/8/14 11:00:12,104.027007,30.728712,2014/8/14 11:19:58,104.072033,30.702696,86
78,2014/8/14 11:34:50,104.073194,30.702275,2014/8/14 12:05:25,104.141168,30.627952,87
78,2014/8/14 12:09:40,104.138224,30.627553,2014/8/14 12:24:21,104.091726,30.678222,88
78,2014/8/14 12:42:46,104.087241,30.667661,2014/8/14 12:48:59,104.071606,30.677226,89
78,2014/8/14 12:53:21,104.076793,30.677321,2014/8/14 12:55:15,104.077514,30.67452,90
78,2014/8/14 12:56:44,104.075803,30.672211,2014/8/14 13:10:39,104.068794,30.672322,91
78,2014/8/14 13:12:38,104.068205,30.672583,2014/8/14 13:34:28,104.11858,30.628048,92
78,2014/8/14 13:35:25,104.118586,30.628533,2014/8/14 13:47:54,104.115329,30.670403,93
78,2014/8/14 13:51:01,104.111864,30.672501,2014/8/14 14:13:33,104.040446,30.665965,94
78,2014/8/14 14:15:16,104.042565,30.665007,2014/8/14 14:21:16,104.041398,30.651648,95
78,2014/8/14 14:21:50,104.042704,30.651777,2014/8/14 14:26:59,104.062149,30.651493,96
78,2014/8/14 14:40:19,104.063144,30.656292,2014/8/14 14:45:45,104.072975,30.659893,97
78,2014/8/14 14:46:03,104.073073,30.659934,2014/8/14 15:23:26,104.060315,30.614087,98
78,2014/8/14 15:26:42,104.067062,30.611719,2014/8/14 15:35:19,104.061478,30.603042,99
78,2014/8/14 15:39:13,104.066048,30.608524,2014/8/14 15:47:59,104.069447,30.625069,100
78,2014/8/14 15:48:56,104.069113,30.625077,2014/8/14 15:56:46,104.050135,30.630805,101
78,2014/8/14 15:59:01,104.053244,30.629443,2014/8/14 16:06:35,104.040114,30.615162,102
78,2014/8/14 16:07:08,104.04081,30.616502,2014/8/14 16:42:41,104.033269,30.645418,103
78,2014/8/14 16:54:43,104.048433,30.644258,2014/8/14 17:24:01,104.07265,30.670824,104
78,2014/8/14 17:25:31,104.07265,30.670824,2014/8/14 19:51:09,104.083184,30.667623,105
78,2014/8/14 19:56:07,104.080489,30.666869,2014/8/14 20:13:43,104.118811,30.645434,106
78,2014/8/14 20:15:28,104.118957,30.646476,2014/8/14 20:33:58,104.149217,30.597604,107
78,2014/8/14 20:36:52,104.144201,30.592384,2014/8/14 20:39:48,104.133117,30.596268,108
78,2014/8/14 20:53:20,104.138846,30.630509,2014/8/14 21:22:32,103.990976,30.638802,109
78,2014/8/14 21:50:26,103.911525,30.602577,2014/8/14 21:58:54,103.959267,30.597203,110
78,2014/8/14 22:11:14,103.957164,30.570233,2014/8/14 22:32:36,104.083531,30.560688,111
78,2014/8/14 22:45:32,104.074205,30.558066,2014/8/14 22:54:56,104.069631,30.590291,112
78,2014/8/14 23:02:17,104.069933,30.590256,2014/8/14 23:13:00,104.087819,30.638747,113
78,2014/8/14 23:16:57,104.087791,30.638591,2014/8/14 23:35:33,104.026595,30.642399,114
96,2014/8/14 06:53:12,104.105259,30.602073,2014/8/14 07:09:16,104.110332,30.652067,115
96,2014/8/14 07:26:03,104.095231,30.680421,2014/8/14 07:38:01,104.066314,30.692434,116
96,2014/8/14 07:48:29,104.071047,30.695499,2014/8/14 08:03:12,104.125852,30.680664,117
96,2014/8/14 08:04:35,104.123242,30.679779,2014/8/14 08:12:38,104.107043,30.667909,118
96,2014/8/14 08:19:26,104.106059,30.660517,2014/8/14 08:27:32,104.090275,30.647201,119
96,2014/8/14 08:38:56,104.094759,30.655668,2014/8/14 08:49:03,104.103648,30.651422,120
96,2014/8/14 08:51:02,104.107617,30.647617,2014/8/14 09:22:54,104.061308,30.636536,121
96,2014/8/14 09:43:12,104.057992,30.635648,2014/8/14 10:04:22,104.026519,30.677385,122
96,2014/8/14 10:04:59,104.027272,30.677281,2014/8/14 10:18:02,104.058729,30.672213,123
96,2014/8/14 10:20:07,104.060279,30.668174,2014/8/14 10:27:29,104.07014,30.663443,124
96,2014/8/14 10:30:21,104.068919,30.662022,2014/8/14 11:04:18,104.08986,30.668238,125
96,2014/8/14 11:05:04,104.090911,30.667753,2014/8/14 11:59:02,103.958502,30.577699,126
96,2014/8/14 12:33:30,103.95725,30.570127,2014/8/14 13:04:04,104.08478,30.682096,127
96,2014/8/14 13:07:28,104.086499,30.681787,2014/8/14 13:24:02,104.141989,30.629694,128
96,2014/8/14 13:42:40,104.14365,30.627198,2014/8/14 13:53:51,104.138246,30.672681,129
96,2014/8/14 13:57:34,104.137862,30.672611,2014/8/14 14:06:48,104.110034,30.671424,130
96,2014/8/14 14:08:38,104.104932,30.669525,2014/8/14 14:24:39,104.071999,30.643015,131
96,2014/8/14 14:26:51,104.073137,30.6419,2014/8/14 14:44:56,104.106655,30.591609,132
96,2014/8/14 14:55:15,104.095489,30.586782,2014/8/14 15:13:07,104.120484,30.655489,133
96,2014/8/14 15:38:38,104.102249,30.668739,2014/8/14 15:54:33,104.069744,30.651938,134
96,2014/8/14 15:56:45,104.069337,30.652737,2014/8/14 16:07:47,104.081673,30.645298,135
96,2014/8/14 16:12:42,104.082657,30.647763,2014/8/14 16:22:57,104.081061,30.609877,136
96,2014/8/14 16:24:10,104.080344,30.608572,2014/8/14 16:38:29,104.011175,30.635181,137
96,2014/8/14 16:58:18,104.018511,30.645061,2014/8/14 17:12:36,104.056769,30.654428,138
96,2014/8/14 17:18:35,104.056848,30.652285,2014/8/14 17:38:07,104.098763,30.661502,139
96,2014/8/14 17:45:44,104.097732,30.665666,2014/8/14 17:57:39,104.115582,30.678717,140
96,2014/8/14 17:58:38,104.114586,30.680111,2014/8/14 18:07:14,104.095609,30.677777,141
96,2014/8/14 18:07:52,104.095168,30.677275,2014/8/14 18:37:39,104.048297,30.67808,142
96,2014/8/14 18:38:16,104.049294,30.677475,2014/8/14 19:08:23,104.091916,30.661178,143
96,2014/8/14 19:10:36,104.088088,30.658853,2014/8/14 19:13:27,104.085439,30.666398,144
96,2014/8/14 19:15:04,104.084833,30.665436,2014/8/14 19:25:07,104.10954,30.65732,145
96,2014/8/14 19:43:29,104.113021,30.657312,2014/8/14 20:17:44,103.998619,30.713212,146
96,2014/8/14 20:19:31,104.001812,30.709875,2014/8/14 20:30:40,104.019809,30.692933,147
96,2014/8/14 20:32:13,104.021912,30.691398,2014/8/14 20:47:01,103.979927,30.663746,148
96,2014/8/14 21:02:24,104.005736,30.67245,2014/8/14 21:17:29,104.070926,30.65205,149
96,2014/8/14 21:18:01,104.070578,30.651562,2014/8/14 21:36:26,104.102511,30.616236,150
96,2014/8/14 22:17:45,104.076327,30.632179,2014/8/14 22:21:33,104.088346,30.640213,151
96,2014/8/14 22:25:42,104.081575,30.642084,2014/8/14 22:29:56,104.076092,30.637669,152
97,2014/8/14 06:20:07,104.041321,30.6053,2014/8/14 06:30:46,104.028859,30.636457,153
